attrib-name,AARD,ADAMTSL4,ARHGEF10,BCAS1,CCND1,CEP57,CNDP1,CSMD1,CYP24A1,DNAH9,DOK5,EIF3H,ENSA,FGF19,GABRG3,GOLPH3L,HORMAD1,LATS1,MAP2K4,MCL1,ORAOV1,PFDN4,POU5F1B,PSMG4,RAD21,RCBTB2
TCGA-A1-A0SI,0,1,-1,1,1,1,-1,-1,1,-1,1,0,1,1,-1,1,1,0,-1,1,1,1,0,0,0,-1
TCGA-A2-A0YE,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1
TCGA-C8-A1HN,2,1,-1,2,0,0,1,2,2,-1,2,2,1,0,-1,1,1,0,-1,1,0,2,1,0,2,-1
TCGA-D8-A1XG,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0
TCGA-BH-A0HA,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0,0,0
TCGA-AC-A3BB,0,2,0,0,0,0,-1,0,0,-1,0,0,2,0,0,2,2,-1,-1,2,0,0,0,-1,0,-1
TCGA-E9-A1RB,1,1,1,1,1,1,0,1,1,-1,1,2,1,1,0,1,1,-1,-1,1,1,1,1,-1,2,-2
TCGA-AR-A0TX,0,0,-1,2,0,0,0,-1,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1
TCGA-E2-A105,2,0,-1,2,2,-1,0,-1,2,-1,2,2,0,2,0,0,0,0,-1,0,2,2,2,0,2,0
TCGA-B6-A1KF,1,2,-1,1,-1,-1,-1,-1,1,0,1,1,2,-1,-1,2,2,0,0,2,-1,1,1,1,1,-1
TCGA-A2-A0CT,1,1,1,2,2,-1,0,1,2,-1,2,1,1,2,-1,1,1,-1,-1,1,2,2,1,-1,1,-1
TCGA-AC-A3OD,0,1,0,0,2,-1,0,0,0,-1,0,0,1,2,-1,1,1,1,-1,1,2,0,0,0,0,0
TCGA-OL-A5RW,2,1,-1,1,1,-1,-2,-1,1,-1,-1,2,1,1,1,1,1,-1,-1,1,1,1,2,-1,2,-1
TCGA-AO-A1KS,2,1,1,-1,1,-1,1,1,-1,-1,1,2,1,1,-1,1,1,1,-1,1,1,-1,2,1,2,-1
TCGA-AR-A2LL,1,1,-1,1,1,-1,0,-1,1,-1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,0
TCGA-LL-A5YL,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-B6-A0RP,1,1,1,0,0,0,-1,1,0,0,0,1,1,0,-1,1,1,0,0,1,0,0,1,0,1,-1
TCGA-D8-A1XJ,2,2,1,2,1,1,-1,2,2,-1,-1,2,2,1,2,2,2,1,-1,2,1,2,2,1,2,-2
TCGA-EW-A1P5,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
TCGA-AO-A1KO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-E2-A1B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1IX,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
TCGA-BH-A201,0,1,-1,0,2,-1,-1,-1,0,-1,0,0,1,2,0,1,1,-1,-1,1,2,0,0,0,0,0
TCGA-A2-A4S3,1,0,-1,0,0,0,-1,-1,0,-1,0,1,0,0,-1,0,0,0,-1,0,0,0,1,0,1,0
TCGA-AC-A3YJ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-E9-A1RE,1,0,-1,1,1,-1,0,-1,1,-1,1,1,0,1,-1,0,0,0,-1,0,1,1,1,-1,1,0
TCGA-HN-A2NL,1,1,1,1,1,0,-1,2,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1
TCGA-AR-A24X,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-GI-A2C9,1,1,-1,0,0,1,-1,0,0,-1,0,1,1,0,-2,1,1,-1,-1,1,0,0,1,-1,1,0
TCGA-BH-A0GZ,1,2,1,0,2,-1,0,1,0,0,0,1,2,-1,0,2,2,0,0,2,2,0,1,0,1,-1
TCGA-E9-A1RG,1,1,0,1,0,-1,-1,0,1,-1,1,1,1,0,-1,1,1,0,-1,1,0,1,1,-1,1,-1
TCGA-B6-A0WX,1,2,-1,0,-1,-1,0,-2,0,1,0,1,2,-1,1,2,2,0,1,2,-1,0,1,0,1,-1
TCGA-BH-A1EV,1,2,1,1,0,0,-1,1,1,-1,1,1,2,0,-2,2,2,1,-1,2,0,1,1,1,1,-1
TCGA-E2-A1IJ,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-B6-A1KN,2,2,-1,2,-1,-1,0,-1,2,-1,2,2,2,-1,0,2,2,-1,-1,2,-1,2,2,1,2,-1
TCGA-LL-A5YP,2,2,-1,1,-1,-1,-1,-1,1,1,1,2,2,-1,0,2,2,0,1,2,-1,1,2,1,2,-2
TCGA-A2-A0YM,1,1,-1,0,0,-1,1,-1,0,0,0,1,1,0,-1,1,1,0,0,1,0,0,1,1,1,-1
TCGA-AR-A1AJ,1,1,-2,0,0,0,1,-2,0,-1,0,1,1,0,-1,1,1,0,-1,1,0,0,1,0,1,-1
TCGA-D8-A1X8,0,1,-1,0,1,-1,0,-1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0
TCGA-D8-A27H,2,0,-1,1,1,2,1,-2,1,-1,1,2,0,1,1,0,0,0,-1,0,1,1,2,-1,2,0
TCGA-AC-A23C,0,0,0,2,-1,-1,-1,0,2,-1,-1,0,0,-1,0,0,0,1,-1,0,-1,2,0,-1,0,0
TCGA-AC-A2FB,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
TCGA-A7-A3RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-AC-A3W7,0,1,0,0,0,0,-1,0,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-D8-A1XQ,2,2,-1,1,1,2,0,-1,1,-1,1,2,2,1,-2,2,2,-1,-1,2,1,1,2,2,2,1
TCGA-EW-A1PH,1,1,-1,1,0,0,0,-2,1,1,1,1,1,0,-1,1,1,0,0,1,0,1,1,1,1,-1
TCGA-AO-A124,1,1,-1,0,-1,-1,-1,-1,0,-1,0,1,1,-1,-1,1,1,1,-1,1,-1,0,1,1,1,-1
TCGA-OL-A66H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-D8-A1JJ,1,1,-2,0,0,0,-1,-2,0,-1,0,1,1,0,0,1,1,1,-1,1,0,0,1,-1,1,0
TCGA-AN-A0XU,1,1,-1,0,-1,1,0,-1,0,-1,0,1,1,-1,1,1,1,1,-1,1,-1,0,2,-1,1,-1
TCGA-BH-A0W4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
TCGA-A2-A3KC,0,1,0,1,2,-1,0,0,1,0,1,0,1,2,0,1,1,0,0,1,2,1,0,0,0,0
TCGA-AO-A03M,1,0,0,1,-1,-1,0,-1,1,-1,1,1,0,-1,-1,0,0,0,-1,0,-1,1,1,0,1,0
TCGA-A2-A04R,1,1,0,1,0,-1,0,0,1,-1,1,1,1,0,0,1,1,-1,-1,1,0,1,1,0,1,-1
TCGA-AQ-A54N,1,2,1,0,-1,-1,1,1,0,-1,0,1,2,-1,-1,2,2,-1,-1,2,-1,0,0,-1,1,-1
TCGA-EW-A1PE,-1,1,-1,0,0,0,0,-1,0,-1,0,-1,1,0,0,1,1,0,-1,1,0,0,-1,0,-1,0
TCGA-HN-A2OB,0,1,-1,0,0,0,0,-1,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-A2-A0SY,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-AQ-A04L,1,1,-2,1,2,0,-1,-2,1,-1,1,1,1,2,1,1,1,2,-1,1,2,1,1,0,1,-1
TCGA-A7-A425,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0
TCGA-EW-A1OZ,1,0,-2,2,-1,-1,-1,-2,2,-2,2,1,0,-1,-1,0,0,0,-2,0,-1,2,1,1,1,-1
TCGA-E9-A1ND,-1,1,-1,0,0,1,-1,-1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,0,0,-1,-1,-1,1
TCGA-B6-A1KI,0,2,0,1,1,1,-1,0,1,1,1,0,2,1,-1,2,2,0,1,2,1,1,0,0,0,-1
TCGA-BH-A1F2,2,0,-1,1,1,-1,-1,-1,1,1,1,2,0,1,-1,0,0,-1,1,0,1,1,2,1,2,0
TCGA-AR-A2LN,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-C8-A1HE,0,1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-AR-A24L,0,1,-1,1,1,-1,0,-1,1,-1,1,0,1,1,0,1,1,0,-1,1,1,1,0,-1,0,-1
TCGA-E2-A1L9,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1
TCGA-EW-A1OY,1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1
TCGA-E9-A1RA,1,1,1,1,0,0,1,1,1,-1,1,1,1,0,1,1,1,-1,-1,1,0,1,1,-1,1,-1
TCGA-A7-A3IY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0
TCGA-AR-A2LH,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
TCGA-BH-A1F0,0,1,-1,0,0,1,-1,-1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-E9-A1R0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
TCGA-B6-A0X4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0
TCGA-PE-A5DD,-1,0,-1,0,0,0,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,-1
TCGA-EW-A1P0,1,1,-1,1,0,0,0,-1,1,0,1,1,1,0,0,1,1,-1,0,1,0,1,1,0,1,0
TCGA-AR-A24W,1,1,1,1,0,0,-1,1,1,0,1,1,1,0,-1,1,1,0,0,1,0,1,1,0,1,-1
TCGA-A2-A0CO,0,1,-1,0,-1,-1,0,-1,0,-1,0,0,1,-1,0,1,1,0,-1,1,-1,0,0,0,0,-1
TCGA-D8-A1Y0,2,0,-1,1,1,-1,0,-1,1,-1,1,2,0,1,0,0,0,-1,-1,0,1,1,1,-1,2,-1
TCGA-AR-A24T,0,2,0,0,0,0,0,0,0,-1,0,0,2,0,0,2,2,-1,-1,2,0,0,0,0,0,-1
TCGA-A2-A3XY,1,1,-2,2,0,0,1,-2,2,-1,2,1,1,0,1,1,1,1,-1,1,0,2,1,1,1,0
TCGA-D8-A1JI,0,1,-1,1,2,-1,-1,-1,1,0,1,0,1,1,0,1,1,-1,0,1,2,1,0,0,0,-1
TCGA-BH-A1FU,2,1,-2,0,0,0,0,-2,0,0,0,2,1,0,0,1,1,0,0,1,0,0,2,0,2,-1
TCGA-BH-A0BM,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,1,-1,-1,1,0,0,0,0,0,0
TCGA-A7-A2KD,2,0,-1,1,0,-1,1,-1,1,-1,1,2,0,0,-1,0,0,1,-1,0,0,1,2,-1,2,-1
TCGA-AC-A3QP,2,0,-1,0,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0
TCGA-E2-A10B,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
TCGA-AC-A2FE,0,1,1,0,-1,-1,0,1,0,0,0,0,1,-1,0,1,1,0,0,1,-1,0,0,0,0,0
TCGA-A2-A4RY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0
TCGA-OL-A5RZ,1,0,-1,1,1,-1,0,-1,1,-1,1,1,0,1,0,0,0,1,-1,0,1,1,1,1,1,-1
TCGA-A1-A0SJ,1,1,1,2,1,-1,1,1,2,-1,2,1,1,1,0,1,1,1,-2,1,1,2,1,-1,1,-1
TCGA-D8-A1JG,1,0,-1,1,0,0,-1,-1,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,-1,1,-1
TCGA-C8-A274,0,1,0,1,0,0,-1,0,1,0,1,0,1,0,-1,1,1,0,0,1,0,1,0,-1,0,-1
TCGA-E9-A3X8,1,1,1,0,0,0,0,1,0,-1,0,1,1,0,-1,1,1,-1,-1,1,0,0,1,-1,1,0
TCGA-BH-A0DZ,1,0,0,0,2,-1,0,0,0,-1,0,1,0,2,0,0,0,0,-1,0,2,0,1,0,1,0
TCGA-D8-A1XC,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,-2,0,0
TCGA-A7-A26I,1,2,1,-1,0,0,0,1,-1,-1,-1,1,2,0,-1,2,2,2,-1,2,0,-1,1,1,1,-1
TCGA-A2-A0EN,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,-1,1,1,0,-1,1,0,0,0,0,0,0
TCGA-BH-A208,0,0,-1,1,1,1,1,-1,1,-1,1,0,0,1,-1,0,0,1,-1,0,1,1,0,1,0,1
TCGA-C8-A1HG,2,1,-1,1,2,-1,1,-1,1,-1,1,2,1,2,0,1,1,-1,-1,1,2,1,2,-1,2,-1
TCGA-E9-A5UO,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,0,-1,-1,0,0,0,0,-1,0,-1
TCGA-A2-A1G4,1,0,-1,0,1,0,0,-1,0,-1,0,1,0,1,1,0,0,0,-1,0,1,0,1,0,1,0
TCGA-E2-A109,2,2,2,2,2,-1,-1,2,2,2,2,2,2,2,-1,2,2,-1,2,2,2,2,2,-1,2,-1
TCGA-A1-A0SE,1,1,1,0,2,-1,0,1,0,-1,0,1,1,2,0,1,1,-1,-1,1,2,0,1,0,1,-1
TCGA-BH-A204,1,0,-1,1,0,0,-1,-1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
TCGA-AC-A23H,1,1,-2,1,2,0,-1,-2,1,0,1,1,1,2,0,1,1,0,0,1,2,1,1,0,1,0
TCGA-E2-A10E,0,1,0,0,1,-1,-1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0
TCGA-A1-A0SQ,0,1,0,2,2,-1,0,0,2,-1,2,0,1,2,0,1,1,0,-1,1,2,2,0,0,0,-1
TCGA-GM-A2DK,0,0,0,2,1,0,0,0,0,-1,0,0,0,1,2,0,0,0,-1,0,1,0,0,0,0,0
TCGA-C8-A27B,2,1,-1,-1,0,-1,-1,-1,-1,-1,-1,2,1,0,0,1,1,-1,-1,1,0,-1,2,-1,2,-1
TCGA-E9-A1NG,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-A2-A1G0,1,1,1,1,0,0,0,1,1,-1,1,1,1,0,0,1,1,0,-1,1,0,1,1,0,1,0
TCGA-E9-A1NI,1,1,-1,1,0,0,1,-1,1,0,1,1,1,0,-1,1,1,1,0,1,0,1,1,0,1,-1
TCGA-AN-A0XS,1,-1,-1,0,-1,-1,0,-1,0,0,0,1,-1,-1,-1,-1,-1,0,0,-1,-1,0,1,0,1,0
TCGA-GM-A2DN,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-BH-A28O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-AR-A1AO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-A2-A0T0,2,1,-1,0,0,0,0,-1,0,0,0,2,1,0,0,1,1,0,0,1,0,0,2,-1,2,0
TCGA-A8-A0A6,0,1,0,0,2,-1,-1,0,0,-1,0,0,1,2,0,1,1,-1,-1,1,2,0,0,-1,0,0
TCGA-AC-A3TN,0,1,-1,0,0,0,0,-1,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-OL-A5D7,2,2,-1,0,1,1,0,-1,0,-1,0,2,2,1,-1,2,2,-1,-1,2,1,0,2,0,2,-1
TCGA-AC-A2BM,1,1,0,1,2,-1,0,0,1,-1,1,1,1,2,-1,1,1,-1,-1,1,2,1,1,-1,1,-1
TCGA-BH-A1FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-E2-A2P5,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,1,1,0,-1,1,1,1,-1,1,0,-1,2,1,1,-1
TCGA-BH-A42V,2,0,-1,0,0,0,0,-1,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,2,1,2,0
TCGA-D8-A1X7,0,2,0,0,0,0,0,0,0,-1,0,0,2,0,0,2,2,0,-1,2,0,0,0,0,0,0
TCGA-A2-A0ST,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
TCGA-E9-A3HO,0,1,0,0,0,-1,1,0,0,-1,0,0,1,0,-1,1,1,0,-1,1,0,0,0,1,0,-1
TCGA-AR-A250,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,0,1,1,0,-1,1,1,1,1,1,1,-1
TCGA-BH-A0AW,1,1,0,1,0,0,0,0,1,-1,1,1,1,0,0,1,1,2,-1,1,0,1,1,0,1,-1
TCGA-D8-A3Z5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-EW-A1IY,1,2,1,1,0,0,0,1,1,0,1,1,2,0,1,2,2,0,0,2,0,1,1,0,1,0
TCGA-AR-A252,0,1,0,2,0,0,-1,0,2,-1,2,0,1,0,0,1,1,-1,-1,1,0,2,0,-1,0,-1
TCGA-BH-A28Q,0,1,0,1,1,-1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,-1
TCGA-E2-A15J,1,1,-2,0,0,0,0,-2,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0
TCGA-E2-A1LB,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
TCGA-C8-A1HJ,1,1,0,0,-1,0,-1,0,0,-1,0,1,1,-1,-1,1,1,1,-1,1,-1,0,1,0,1,-1
TCGA-A2-A0YJ,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1
TCGA-E2-A14U,1,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
TCGA-BH-A0DP,1,1,1,0,1,1,1,1,0,-1,0,1,1,1,-1,1,1,-1,-1,1,1,0,1,-1,1,-1
TCGA-EW-A1J2,0,1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-AO-A1KP,1,1,-1,1,0,0,0,-1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,2,0,1,0
TCGA-LL-A5YN,2,1,-1,1,0,-1,0,2,1,0,1,2,1,0,-1,1,1,-1,0,1,0,1,2,1,2,-1
TCGA-EW-A1IZ,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-BH-A0AY,1,1,-1,1,1,1,0,-1,1,-1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1
TCGA-AC-A2BK,1,2,0,0,0,0,0,-1,0,0,0,1,2,0,-1,2,2,-1,0,2,0,0,1,1,1,-1
TCGA-A2-A25D,1,0,-1,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0,1,1,1,-1
TCGA-A2-A3XS,1,2,-1,1,-1,-1,1,-1,1,0,1,1,2,-1,-1,2,2,0,0,2,-1,1,1,-1,1,0
TCGA-AO-A0JM,1,1,-1,1,1,-1,0,-1,1,-1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,-1
TCGA-AR-A1AS,0,1,-1,0,0,0,0,-1,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-GM-A2DD,1,1,-1,1,-1,-1,0,-1,1,-1,1,1,1,-1,0,1,1,-1,-1,1,-1,1,1,0,1,-1
TCGA-EW-A1P3,1,2,-1,0,0,0,-1,-1,0,-1,0,1,2,0,0,2,2,0,-1,2,0,0,1,0,1,-1
TCGA-A2-A4S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-BH-A0BS,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-D8-A1JE,0,1,0,1,-1,-1,-1,0,1,-1,1,0,1,-1,-1,1,1,-1,-1,1,-1,1,0,-1,0,-1
TCGA-AC-A2FO,1,0,-1,2,0,0,0,-1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0
TCGA-E2-A570,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
TCGA-A2-A0YI,0,1,0,0,1,-1,-1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,-1
TCGA-BH-A1EY,2,0,-1,0,0,0,-1,-1,0,-1,0,2,0,0,0,0,0,0,-1,0,0,0,2,-1,2,-1
TCGA-D8-A1X6,1,0,-2,0,-1,-1,0,-2,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,1,0,1,-1
TCGA-A7-A3IZ,0,1,-1,0,1,-1,0,-1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,-1
TCGA-A7-A56D,0,1,-1,2,0,-1,-1,-1,2,-1,2,0,1,0,-1,1,1,0,-1,1,0,2,0,1,0,0
TCGA-D8-A27E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A440,0,0,-1,0,2,0,0,-1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
TCGA-A2-A0T6,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,-1,0,1,0,0,1,0,1,0
TCGA-E2-A573,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,0
TCGA-A7-A26F,1,1,1,0,1,1,-1,1,0,-1,0,1,1,1,0,1,1,0,-1,1,1,0,1,0,1,1
TCGA-AN-A0XR,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-AR-A0U0,1,1,-1,0,-1,-1,1,-1,0,0,0,1,1,-1,1,1,1,1,0,1,-1,0,1,1,1,-1
TCGA-EW-A3U0,1,1,-1,1,0,0,0,-1,1,0,1,1,1,0,-1,1,1,-1,0,1,0,1,2,2,1,-1
TCGA-D8-A27L,1,0,-1,1,0,0,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
TCGA-C8-A3M7,0,1,0,0,0,0,-1,0,0,-1,1,0,1,0,0,1,1,0,-1,1,0,0,0,0,0,0
TCGA-E9-A1QZ,0,1,0,1,2,-1,0,0,1,-1,1,0,1,2,0,1,1,-1,-1,1,2,1,0,-1,0,0
TCGA-E2-A1B1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
TCGA-AC-A2FK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL,1,2,-1,1,1,2,2,-1,1,-1,1,1,2,1,-1,2,2,-1,-1,2,1,1,1,-2,1,-1
TCGA-A2-A0YK,0,1,-1,0,2,-1,-1,-1,0,-1,0,0,1,2,0,1,1,0,-1,1,2,0,0,0,0,0
TCGA-AO-A125,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
TCGA-BH-A0B9,0,1,0,0,1,0,0,-1,0,-1,0,0,1,1,-1,1,1,0,-1,1,1,0,0,-1,0,-1
TCGA-BH-A209,2,1,-1,0,1,1,-1,-1,0,-1,0,2,1,1,0,1,1,0,-1,1,1,0,2,1,2,-1
TCGA-D8-A1J8,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,-1
TCGA-C8-A3M8,0,1,-1,1,2,-1,0,-1,1,-1,1,0,1,2,0,1,1,0,-1,1,2,1,0,0,0,-1
TCGA-D8-A3Z6,1,2,-1,0,0,0,-1,-1,0,0,0,1,2,0,0,2,2,0,0,2,0,0,1,0,1,0
TCGA-E9-A54X,1,0,1,0,0,0,0,1,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,1,0,1,0
TCGA-E9-A22B,2,1,-1,1,-1,-1,0,-1,1,-1,1,2,1,-1,0,1,1,0,-1,1,-1,1,2,0,2,0
TCGA-AC-A2B8,1,1,-2,0,0,0,0,-2,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0
TCGA-AC-A3W5,1,1,-1,1,1,-1,-2,-1,1,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,-1
TCGA-C8-A1HI,1,1,-1,1,0,-1,-1,-1,1,-1,1,1,1,0,0,1,1,0,-1,1,0,1,1,0,1,-1
TCGA-E2-A1IO,1,0,-1,1,0,0,-1,-1,1,-1,1,1,0,0,-1,0,0,0,-1,0,0,1,1,1,1,-1
TCGA-BH-A0AU,0,1,1,1,1,-1,0,1,1,1,1,0,1,1,-1,1,1,-1,1,1,1,1,1,-1,0,0
TCGA-BH-A18V,2,2,-1,1,2,1,-1,-1,1,-1,1,2,2,1,1,2,2,-1,-1,2,2,1,2,-1,2,1
TCGA-BH-A1F5,1,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,-1,1,0
TCGA-E2-A1IG,0,1,1,0,2,-1,0,1,0,-1,0,0,1,2,0,1,1,0,-1,1,2,0,0,-1,0,-1
TCGA-E9-A1NE,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,-1,0,1,0,1,1,1,1,-1
TCGA-A7-A0DB,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
TCGA-AC-A62Y,0,1,0,1,1,1,0,0,1,-1,1,0,1,1,0,1,1,-1,-1,1,1,1,0,-1,0,-1
TCGA-D8-A1JM,1,1,-1,0,0,0,0,-1,0,-1,0,1,1,0,0,1,1,0,0,1,0,1,1,-1,1,-1
TCGA-A7-A4SE,1,2,-1,2,1,-1,-2,-1,2,-1,2,1,2,1,-1,2,2,0,-1,2,1,2,2,2,1,0
